ChinaID;Country;Launched_Price
CHN-MOT-PRD-0005;China;5.999
CHN-MOT-PRD-0006;China;6.499
CHN-MOT-PRD-0007;China;1.799
CHN-MOT-PRD-0008;China;1.999
CHN-MOT-PRD-0009;China;1.499
CHN-MOT-PRD-0010;China;1.699
CHN-MOT-PRD-0011;China;1.399
CHN-MOT-PRD-0012;China;1.599
CHN-MOT-PRD-0013;China;2.199
CHN-MOT-PRD-0014;China;2.399
CHN-MOT-PRD-0015;China;1.299
CHN-MOT-PRD-0016;China;1.499
CHN-MOT-PRD-0017;China;1.599
CHN-MOT-PRD-0018;China;1.799
CHN-MOT-PRD-0019;China;999
CHN-MOT-PRD-0020;China;1.199
CHN-MOT-PRD-0021;China;2.699
CHN-MOT-PRD-0022;China;2.999
CHN-MOT-PRD-0023;China;2.499
CHN-MOT-PRD-0024;China;2.799
CHN-MOT-PRD-0025;China;2.999
CHN-MOT-PRD-0026;China;3.299
CHN-MOT-PRD-0027;China;2.199
CHN-MOT-PRD-0028;China;2.499
CHN-MOT-PRD-0029;China;1.599
CHN-MOT-PRD-0030;China;1.899
CHN-MOT-PRD-0031;China;1.899
CHN-MOT-PRD-0032;China;2.199
CHN-MOT-PRD-0033;China;3.299
CHN-MOT-PRD-0034;China;3.599
CHN-MOT-PRD-0035;China;7.999
CHN-MOT-PRD-0036;China;5.999
CHN-MOT-PRD-0037;China;2.499
CHN-MOT-PRD-0038;China;2.799
CHN-MOT-PRD-0039;China;2.199
CHN-MOT-PRD-0040;China;2.499
CHN-MOT-PRD-0041;China;999
CHN-MOT-PRD-0042;China;1.199
CHN-MOT-PRD-0043;China;3.299
CHN-MOT-PRD-0044;China;3.599
CHN-MOT-PRD-0045;China;8.999
CHN-MOT-PRD-0046;China;2.199
CHN-MOT-PRD-0047;China;2.499
CHN-MOT-PRD-0048;China;8.999
CHN-MOT-PRD-0049;China;3.999
CHN-MOT-PRD-0050;China;4.299
CHN-MOT-PRD-0051;China;2.499
CHN-MOT-PRD-0052;China;2.799
CHN-MOT-PRD-0053;China;1.999
CHN-MOT-PRD-0054;China;2.299
CHN-MOT-PRD-0055;China;1.599
CHN-MOT-PRD-0056;China;1.899
CHN-MOT-PRD-0057;China;1.399
CHN-MOT-PRD-0058;China;1.299
CHN-MOT-PRD-0059;China;999
CHN-MOT-PRD-0060;China;899
CHN-MOT-PRD-0061;China;999
CHN-MOT-PRD-0062;China;1.199
CHN-NOK-PRD-0001;China;1.499
CHN-NOK-PRD-0002;China;999
CHN-NOK-PRD-0003;China;1.199
CHN-NOK-PRD-0004;China;899
CHN-NOK-PRD-0005;China;999
CHN-NOK-PRD-0006;China;1.099
CHN-NOK-PRD-0007;China;1.299
CHN-NOK-PRD-0008;China;799
CHN-NOK-PRD-0009;China;899
CHN-NOK-PRD-0010;China;1.799
CHN-NOK-PRD-0011;China;1.250
CHN-ONE-PRD-0001;China;5.999
CHN-ONE-PRD-0002;China;4.299
CHN-ONE-PRD-0003;China;4.999
CHN-ONE-PRD-0004;China;3.799
CHN-ONE-PRD-0005;China;3.499
CHN-ONE-PRD-0006;China;2.799
CHN-ONE-PRD-0007;China;2.099
CHN-ONE-PRD-0008;China;1.999
CHN-ONE-PRD-0009;China;6.999
CHN-ONE-PRD-0010;China;4.999
CHN-ONE-PRD-0011;China;4.699
CHN-ONE-PRD-0012;China;4.199
CHN-ONE-PRD-0013;China;3.699
CHN-ONE-PRD-0014;China;6.399
CHN-ONE-PRD-0015;China;2.499
CHN-ONE-PRD-0016;China;2.299
CHN-ONE-PRD-0017;China;1.199
CHN-ONE-PRD-0018;China;1.099
CHN-ONE-PRD-0019;China;3.699
CHN-ONE-PRD-0020;China;4.199
CHN-ONE-PRD-0021;China;3.499
CHN-ONE-PRD-0022;China;4.699
CHN-ONE-PRD-0023;China;3.499
CHN-ONE-PRD-0024;China;4.999
CHN-ONE-PRD-0025;China;3.499
CHN-ONE-PRD-0026;China;1.799
CHN-ONE-PRD-0027;China;2.499
CHN-ONE-PRD-0028;China;2.099
CHN-ONE-PRD-0029;China;2.499
CHN-ONE-PRD-0030;China;2.499
CHN-ONE-PRD-0031;China;1.099
CHN-ONE-PRD-0032;China;1.799
CHN-ONE-PRD-0033;China;3.499
CHN-ONE-PRD-0034;China;3.199
CHN-ONE-PRD-0035;China;4.699
CHN-ONE-PRD-0036;China;3.499
CHN-ONE-PRD-0037;China;6.499
CHN-ONE-PRD-0038;China;5.999
CHN-ONE-PRD-0039;China;3.899
CHN-ONE-PRD-0040;China;4.699
CHN-ONE-PRD-0041;China;3.499
CHN-ONE-PRD-0042;China;3.299
CHN-ONE-PRD-0043;China;2.499
CHN-ONE-PRD-0044;China;4.999
CHN-ONE-PRD-0045;China;4.699
CHN-ONE-PRD-0046;China;5.299
CHN-ONE-PRD-0047;China;6.499
CHN-ONE-PRD-0048;China;5.999
CHN-ONE-PRD-0049;China;6.199
CHN-ONE-PRD-0050;China;5.899
CHN-ONE-PRD-0051;China;3.999
CHN-ONE-PRD-0052;China;4.499
CHN-ONE-PRD-0053;China;5.999
CHN-OPP-PRD-0001;China;9.999
CHN-OPP-PRD-0002;China;6.999
CHN-OPP-PRD-0003;China;8.999
CHN-OPP-PRD-0004;China;7.499
CHN-OPP-PRD-0005;China;3.499
CHN-OPP-PRD-0006;China;3.499
CHN-OPP-PRD-0007;China;5.999
CHN-OPP-PRD-0008;China;4.999
CHN-OPP-PRD-0009;China;3.199
CHN-OPP-PRD-0010;China;3.199
CHN-OPP-PRD-0011;China;5.499
CHN-OPP-PRD-0012;China;3.999
CHN-OPP-PRD-0013;China;3.499
CHN-OPP-PRD-0014;China;4.999
CHN-OPP-PRD-0015;China;3.999
CHN-OPP-PRD-0016;China;4.499
CHN-OPP-PRD-0017;China;3.499
CHN-OPP-PRD-0018;China;2.999
CHN-OPP-PRD-0019;China;3.199
CHN-OPP-PRD-0020;China;3.499
CHN-OPP-PRD-0021;China;2.999
CHN-OPP-PRD-0022;China;3.199
CHN-OPP-PRD-0023;China;3.499
CHN-OPP-PRD-0024;China;2.999
CHN-OPP-PRD-0025;China;3.199
CHN-OPP-PRD-0026;China;3.499
CHN-OPP-PRD-0027;China;4.999
CHN-OPP-PRD-0028;China;5.499
CHN-OPP-PRD-0029;China;3.499
CHN-OPP-PRD-0030;China;3.799
CHN-OPP-PRD-0031;China;3.999
CHN-OPP-PRD-0032;China;4.499
CHN-OPP-PRD-0033;China;3.499
CHN-OPP-PRD-0034;China;3.799
CHN-OPP-PRD-0035;China;4.499
CHN-OPP-PRD-0036;China;4.999
CHN-OPP-PRD-0037;China;5.499
CHN-OPP-PRD-0038;China;5.999
CHN-OPP-PRD-0039;China;3.499
CHN-OPP-PRD-0040;China;3.999
CHN-OPP-PRD-0041;China;7.999
CHN-OPP-PRD-0042;China;8.999
CHN-OPP-PRD-0043;China;6.999
CHN-OPP-PRD-0044;China;7.999
CHN-OPP-PRD-0045;China;6.499
CHN-OPP-PRD-0046;China;7.499
CHN-OPP-PRD-0047;China;5.999
CHN-OPP-PRD-0048;China;6.999
CHN-OPP-PRD-0049;China;5.999
CHN-OPP-PRD-0050;China;6.999
CHN-OPP-PRD-0051;China;4.999
CHN-OPP-PRD-0052;China;5.999
CHN-OPP-PRD-0053;China;6.999
CHN-OPP-PRD-0054;China;6.999
CHN-OPP-PRD-0055;China;2.699
CHN-OPP-PRD-0056;China;2.999
CHN-OPP-PRD-0057;China;3.499
CHN-OPP-PRD-0058;China;3.999
CHN-OPP-PRD-0059;China;2.399
CHN-OPP-PRD-0060;China;2.699
CHN-OPP-PRD-0061;China;3.299
CHN-OPP-PRD-0062;China;3.799
CHN-OPP-PRD-0063;China;2.199
CHN-OPP-PRD-0064;China;2.499
CHN-OPP-PRD-0065;China;3.099
CHN-OPP-PRD-0066;China;3.399
CHN-OPP-PRD-0067;China;1.999
CHN-OPP-PRD-0068;China;2.199
CHN-OPP-PRD-0069;China;2.799
CHN-OPP-PRD-0070;China;2.399
CHN-OPP-PRD-0071;China;2.699
CHN-OPP-PRD-0072;China;2.999
CHN-OPP-PRD-0073;China;3.299
CHN-OPP-PRD-0074;China;3.999
CHN-OPP-PRD-0075;China;2.099
CHN-OPP-PRD-0076;China;2.399
CHN-OPP-PRD-0077;China;2.799
CHN-OPP-PRD-0078;China;3.099
CHN-OPP-PRD-0079;China;3.799
CHN-OPP-PRD-0080;China;1.899
CHN-OPP-PRD-0081;China;2.199
CHN-OPP-PRD-0082;China;3.299
CHN-OPP-PRD-0083;China;1.799
CHN-OPP-PRD-0084;China;2.099
CHN-OPP-PRD-0085;China;3.299
CHN-OPP-PRD-0086;China;1.699
CHN-OPP-PRD-0087;China;1.899
CHN-OPP-PRD-0088;China;1.699
CHN-OPP-PRD-0089;China;1.599
CHN-OPP-PRD-0090;China;1.499
CHN-OPP-PRD-0091;China;1.399
CHN-OPP-PRD-0092;China;1.599
CHN-OPP-PRD-0093;China;1.299
CHN-OPP-PRD-0094;China;1.199
CHN-OPP-PRD-0095;China;1.099
CHN-OPP-PRD-0096;China;999
CHN-OPP-PRD-0097;China;899
CHN-OPP-PRD-0098;China;1.499
CHN-OPP-PRD-0099;China;1.799
CHN-OPP-PRD-0100;China;1.499
CHN-OPP-PRD-0101;China;1.699
CHN-OPP-PRD-0102;China;1.499
CHN-OPP-PRD-0103;China;1.699
CHN-OPP-PRD-0104;China;1.799
CHN-OPP-PRD-0105;China;1.499
CHN-OPP-PRD-0106;China;1.699
CHN-OPP-PRD-0107;China;2.199
CHN-OPP-PRD-0108;China;2.499
CHN-OPP-PRD-0109;China;1.999
CHN-OPP-PRD-0110;China;2.199
CHN-OPP-PRD-0111;China;1.499
CHN-OPP-PRD-0112;China;1.999
CHN-OPP-PRD-0113;China;2.199
CHN-OPP-PRD-0114;China;1.499
CHN-OPP-PRD-0115;China;1.699
CHN-OPP-PRD-0116;China;1.899
CHN-OPP-PRD-0117;China;2.199
CHN-OPP-PRD-0118;China;1.499
CHN-OPP-PRD-0119;China;1.699
CHN-OPP-PRD-0120;China;1.799
CHN-OPP-PRD-0121;China;2.099
CHN-OPP-PRD-0122;China;1.499
CHN-OPP-PRD-0123;China;1.699
CHN-OPP-PRD-0124;China;2.199
CHN-OPP-PRD-0125;China;2.499
CHN-OPP-PRD-0126;China;1.999
CHN-OPP-PRD-0127;China;2.199
CHN-OPP-PRD-0128;China;1.499
CHN-OPP-PRD-0129;China;1.999
CHN-POC-PRD-0001;China;2.999
CHN-POC-PRD-0002;China;1.399
CHN-POC-PRD-0003;China;1.599
CHN-POC-PRD-0004;China;999
CHN-POC-PRD-0005;China;2.499
CHN-POC-PRD-0006;China;1.799
CHN-POC-PRD-0007;China;1.199
CHN-POC-PRD-0008;China;2.299
CHN-POC-PRD-0009;China;1.899
CHN-POC-PRD-0010;China;1.499
CHN-POC-PRD-0011;China;2.399
CHN-POC-PRD-0012;China;3.299
CHN-POC-PRD-0013;China;1.999
CHN-POC-PRD-0014;China;1.499
CHN-POC-PRD-0015;China;1.299
CHN-POC-PRD-0016;China;1.399
CHN-POC-PRD-0017;China;2.299
CHN-POC-PRD-0018;China;3.299
CHN-POC-PRD-0019;China;1.799
CHN-POC-PRD-0020;China;2.199
CHN-POC-PRD-0021;China;1.299
CHN-POC-PRD-0022;China;1.499
CHN-POC-PRD-0023;China;2.299
CHN-POC-PRD-0024;China;2.599
CHN-POC-PRD-0025;China;2.999
CHN-POC-PRD-0026;China;3.499
CHN-POC-PRD-0027;China;999
CHN-POC-PRD-0028;China;2.199
CHN-POC-PRD-0029;China;2.699
CHN-POC-PRD-0030;China;1.599
CHN-POC-PRD-0031;China;2.099
CHN-POC-PRD-0032;China;2.299
CHN-REA-PRD-0001;China;3.400
CHN-REA-PRD-0002;China;3.600
CHN-REA-PRD-0003;China;2.800
CHN-REA-PRD-0004;China;2.900
CHN-REA-PRD-0005;China;3.000
CHN-REA-PRD-0006;China;2.700
CHN-REA-PRD-0007;China;2.800
CHN-REA-PRD-0008;China;2.600
CHN-REA-PRD-0009;China;2.800
CHN-REA-PRD-0010;China;2.400
CHN-REA-PRD-0011;China;2.500
CHN-REA-PRD-0012;China;2.000
CHN-REA-PRD-0013;China;2.100
CHN-REA-PRD-0014;China;1.800
CHN-REA-PRD-0015;China;1.900
CHN-REA-PRD-0016;China;1.500
CHN-REA-PRD-0017;China;1.600
CHN-REA-PRD-0018;China;2.200
CHN-REA-PRD-0019;China;2.400
CHN-REA-PRD-0020;China;2.800
CHN-REA-PRD-0021;China;3.000
CHN-REA-PRD-0022;China;1.800
CHN-REA-PRD-0023;China;1.900
CHN-REA-PRD-0024;China;2.500
CHN-REA-PRD-0025;China;2.700
CHN-REA-PRD-0026;China;1.400
CHN-REA-PRD-0027;China;1.500
CHN-REA-PRD-0028;China;1.900
CHN-REA-PRD-0029;China;2.000
CHN-REA-PRD-0030;China;1.700
CHN-REA-PRD-0031;China;1.800
CHN-REA-PRD-0032;China;1.200
CHN-REA-PRD-0033;China;1.100
CHN-REA-PRD-0034;China;1.500
CHN-REA-PRD-0035;China;1.600
CHN-REA-PRD-0036;China;1.100
CHN-REA-PRD-0037;China;1.200
CHN-REA-PRD-0038;China;900
CHN-REA-PRD-0039;China;1.200
CHN-REA-PRD-0040;China;1.300
CHN-REA-PRD-0041;China;1.100
CHN-REA-PRD-0042;China;1.200
CHN-REA-PRD-0043;China;1.050
CHN-REA-PRD-0044;China;1.200
CHN-REA-PRD-0045;China;1.300
CHN-REA-PRD-0046;China;1.500
CHN-REA-PRD-0047;China;1.600
CHN-REA-PRD-0048;China;1.700
CHN-REA-PRD-0049;China;1.200
CHN-REA-PRD-0050;China;3.200
CHN-REA-PRD-0051;China;3.600
CHN-REA-PRD-0052;China;2.400
CHN-REA-PRD-0053;China;2.800
CHN-REA-PRD-0054;China;2.500
CHN-REA-PRD-0055;China;2.900
CHN-REA-PRD-0056;China;1.400
CHN-REA-PRD-0057;China;1.600
CHN-REA-PRD-0058;China;2.000
CHN-REA-PRD-0059;China;2.300
CHN-REA-PRD-0060;China;1.300
CHN-REA-PRD-0061;China;1.500
CHN-REA-PRD-0062;China;2.200
CHN-REA-PRD-0063;China;2.500
CHN-REA-PRD-0064;China;1.100
CHN-REA-PRD-0065;China;1.300
CHN-REA-PRD-0066;China;1.350
CHN-REA-PRD-0067;China;1.550
CHN-REA-PRD-0068;China;1.400
CHN-REA-PRD-0069;China;1.600
CHN-SAM-PRD-0001;China;7.499
CHN-SAM-PRD-0002;China;7.999
CHN-SAM-PRD-0003;China;6.199
CHN-SAM-PRD-0004;China;6.999
CHN-SAM-PRD-0005;China;5.799
CHN-SAM-PRD-0006;China;6.199
CHN-SAM-PRD-0007;China;7.299
